date,org_file_name,weight_prediction_pixel_mean,weight_prediction_weight,bright
20211125150829,FA0002_GW01_H02_0010_20211125150829_farm_image_real_ab286f414073.jpg,1411.0,307.8,yes
20211125084811,FA0002_GW01_H02_0014_20211125084811_farm_image_real_c54957fb4cef.jpg,1925.0,424.2,yes
20211125121728,FA0002_GW01_H01_0001_20211125121728_farm_image_real_cb8d35c74953.jpg,1551.0,339.5,no
20211125092036,FA0002_GW01_H02_0010_20211125092036_farm_image_real_a8aedb494a40.jpg,1781.0,391.6,yes
20211125122236,FA0002_GW01_H02_0014_20211125122236_farm_image_real_f7dfcd194017.jpg,1925.0,424.2,no
20211125150230,FA0002_GW01_H02_0012_20211125150230_farm_image_real_9c33c013430c.jpg,1705.0,374.4,yes
20211125154017,FA0002_GW01_H01_0001_20211125154017_farm_image_real_8658a494487a.jpg,1633.0,358.1,no
20211125105041,FA0002_GW01_H02_0015_20211125105041_farm_image_real_fbb92a5b4abd.jpg,1458.0,318.5,yes
20211125112441,FA0002_GW01_H02_0015_20211125112441_farm_image_real_660c7d8d4bbb.jpg,1615.0,354.0,no
20211125110029,FA0002_GW01_H02_0012_20211125110029_farm_image_real_882e1c004b23.jpg,1536.0,336.1,yes
20211125144910,FA0002_GW01_H01_0001_20211125144910_farm_image_real_dc275c8d46bc.jpg,1708.0,375.1,no
20211125125050,FA0002_GW01_H02_0013_20211125125050_farm_image_real_871d511a4083.jpg,1624.0,356.1,yes
20211125153440,FA0002_GW01_H02_0013_20211125153440_farm_image_real_b69dbe95495d.jpg,1876.0,413.1,yes
20211125080501,FA0002_GW01_H01_0001_20211125080501_farm_image_real_3d5e1dc44a8e.jpg,1516.0,331.6,no
20211125131822,FA0002_GW01_H01_0001_20211125131822_farm_image_real_d18957884042.jpg,1832.0,403.1,no
20211125152429,FA0002_GW01_H02_0012_20211125152429_farm_image_real_77c186724b16.jpg,1469.0,321.0,yes
20211125120631,FA0002_GW01_H02_0012_20211125120631_farm_image_real_d02bf729479b.jpg,1810.0,398.2,yes
20211125104040,FA0002_GW01_H02_0014_20211125104040_farm_image_real_131af2c84879.jpg,1765.0,388.0,yes
20211125100841,FA0002_GW01_H02_0015_20211125100841_farm_image_real_c61afd5c48e3.jpg,1473.0,321.9,yes
20211125110026,FA0002_GW01_H01_0002_20211125110026_farm_image_real_c1e69c0947ad.jpg,1663.0,364.9,yes
20211125094032,FA0002_GW01_H01_0002_20211125094032_farm_image_real_eefd8c9e4bf5.jpg,1476.0,322.6,yes
20211125142444,FA0002_GW01_H01_0007_20211125142444_farm_image_real_5587f32a4af9.jpg,2070.0,457.0,no
20211125095235,FA0002_GW01_H01_0002_20211125095235_farm_image_real_34a43ecc4f49.jpg,1630.0,357.4,yes
20211125113430,FA0002_GW01_H02_0012_20211125113430_farm_image_real_d4dbd90e4c56.jpg,1399.0,305.1,yes
20211125123805,FA0002_GW01_H01_0001_20211125123805_farm_image_real_19afad494c8f.jpg,1932.0,425.8,no
20211125120720,FA0002_GW01_H01_0001_20211125120720_farm_image_real_76dccf924383.jpg,1701.0,373.5,no
20211125135642,FA0002_GW01_H02_0015_20211125135642_farm_image_real_dcdb64c04eb3.jpg,1885.0,415.1,no
20211125145437,FA0002_GW01_H02_0014_20211125145437_farm_image_real_595121584c2e.jpg,1848.0,406.8,no
